"12288:03uolO4DTEuGoL9fZcFnWXcK72cPF9PuIk2CK958tOXTwiFIjejJmbdORTsdM:OuolVHfGo3cM7BlmOXT9oejJpgdM","a452c20b03827349231ed112014c76f1912832988d8d809c01760e1fdcd6e6fc","9103625042d8396a67a43a34dad52c56a8b74c7a","96ae796d2d09a0fc4423d211ee161e2c"
"12288:0cBoHA5NB858R+DmZFstgNckBgRDa7hXwIwSpT/:0UoHyNByg+K4Xa1qSx","86d76829c5898de0f06127b6850e312b220f8fad2b9a70867adf82383a947205","aac2401a87d4f763680b81050c4c40b1d0dbcfe8","3d26bc18aa5ad2e2555de21dd24a3bf6"
"12288:0fi0lZPiwD1UFc47PJ1aeipTQVSO4RE/tEMjj9skX:0pP/UmnTQVSw/t9ekX","b7c504cef336f8e1487af91bfe0e671539d77733bb186098d3568cb6303eb539","e03436e6a7f06369c48a2f51b5afa4eb31d74222","e1ef60b285335bccb4da8c548cd64170"
"12288:+0GFKHtYupK2cjhTbXgHUg9mTnP7Nr9dJFnQ5mjvDZH5WlilYnGTjHH888888888:+fFKNrpLcjh3XPg65jhjyGTM/9","28013bf80c284ad8a6fcf3e3d1136775c7feb0def9881303a11334322139ffa4","f9d8ba4bae9a2d471575965703bd9befdc4bc454","5a05a9506885a5b67c67900d87aa2515"
"12288:0SVLF/G/YbS8DCxZqW6tPz96FIcpG4r1m/saI7SQhFbNj7OhNfswzjVZALC2Vl:N7Ap8WrnaI7SeNj7Odc","cf1a4e351e44908d7c04a80122ed481fbb356cdaf85cb0f8cf0daf7764351ed3","fed73eb7106d722e20fddc6244b1d48d02086b2a","60de1a8ee6fd0f4ee68f40b7fafd2fa5"
"12288:0SxG05888888888888W88888888888lCL8+iDNdR7IbGte0dlv372CgjkJGGw17G:bxG2i8Ddxekv3kt1oZx0G6BzzwNMWPPf","29756335ac326dc9c1cb9bae696d5fb5e065846ffa0cf1158decf6c69b991110","22db5069f1b6660e40e96c8eabe745db122b833f","1dda95cba3c23659dd11fd9c1030b681"
"12288:0ZuXbLUtGp5mTWVGi3wyQ7cbtgK/5p8jdjNxzANMBFf:/XstcmTIGi3wy0cbtgK/AjdjNVLPf","0d2b02010b8bebb13f6e476eb5b24c3501b790ad4f3ca0aa9de279ec48b8ea5f","2077bddb56867d0e0cbf471b93cb22c56c5b50e6","90c317e8d35195307d7595e501a59322"
"12288:16QfhJ7kNO9EoUOPKD3ypHaWIjsDEDsj:1zJ7kY9EoUpDipjED","0af2a59df14d3eee550efc11f926fa78b64a56537e9634e594c8369a443a5263","e3934d46a1de6e88e010bde5dde3609f93de6561","0cd060ad6d41d3ef72238ca4520974a0"
"12288:1b9crqWpPdKacb8PKuRdamwd8EdJSBljJgZc6GrwmkFuhACoGQBIMsk:3WbK98PKIdCd8yyJgZc6UouKhsk","050bc27281994394ec236f90ee5e512335a0c4e3d86d978ca41748210d7493ce","5e92288ab93e7876746eed770239b8cfd90c881a","885c039c588828dad7a0f2e837b0ea90"
"12288:1NVeF9ILoSxx6FNbKQ6bFVM1CMs9HimIK7UDS3:1rqqx6L2QuM8dIKUDS3","00b029a844a28132d60d813860641e21dc4333bc70d23f70754df6db810176e5","9e1733856ee9f9e02206fc815da1b7ebe7ebf716","f540b5b704a222c11519151d80d583ac"
"12288:1POsIxmy23hctijp3gS866BQNiX11iHFGrfSVrGTEsb:1DyIpF8X1IGrqp4b","861d7a5a375c536bf96821eac87383b35750d94c5098395080a5ace34f2cc550","e4d043841b5d057f78197f5f1d8536657ae9df61","e0a71120bc32652811c1ca2f337fe66e"
"12288:1QFao/P2pRFfIGz9yQcFumIUCLLw6ti3LniQ:1QFl/up3F9CmFs6tkeQ","0d4f287dfe7ff7ca1cecde3d66e7c237568f929537ebb3f4c18924403b53ed22","50c3ba6c450b769a3e0f58bb9f112cf279bf5fee","154ce5509fcd01a07f361e10de42615e"
"12288:1Y3BNoffz5AUCcnfcM1kAxXoZzzDqiS48hNAah2ZQs/G/btuOCEX7WkDtvhQ:12mnpVkAxEDqil8hNPh2lguOCEXCkNq","47956d248288f3eb423a9814ea27e2b3fd3f5b66e0c8120481a20e1e3361ca64","64994460965e66690e240884f26721aff0ac9f60","4e3b87803b66a2a87d343c85533a4f1d"
"12288:2A0i50GFNteVUB3CYcMDF6IHaMcg966sASY+:2AfyGFNteVUxhcMDF6IH7cI66sAC","03151dad31d563deabb5d12c0711ee54877c1b31f0d593695026a1992006b330","2f2063b0a3e2eca868a8c51a9c0f965b6ca48389","130719ca704000e6c35aeb7731010b9a"
"12288:2eNZmFGl/PJylMaSjlah8v8WzyHU2K5+Cb5MGXEo:2eOFGBhylMxah2zyHIgCb5Mw","3a81616256ba6ee4baf416b648163f68deddeeaa820a42ab07fcf5bcbaceada8","8c1082100e05d74da51c6654e084f8a4f7d4f9e3","a5ee14d3340e11ae6cba781c67657d41"
"12288:2iSpdixFbvXs6iu+wWA2EyIcEHjdlvCXUh1gtseTKMFsi:G8FDs6iu+wWA2E7/HjdlvIWmK0KMFp","95a550ff0a0fa851378848c1a4a815a8878e800b11c7547733b6842354dc2b72","5a40ab9eef8ac6fae0210720320429f5897b56e0","8fc4d403c5447a5957023ce276a0354a"
"12288:2l7KhUf47Qm14OwGXOruPeclWCpsekvQNs17x0H5Xk3b8tCmAbdV8V:2l7KhQu14OwGXOiDpfUQNs8m3bhmdV","414f9d4ae6b48fd4d571878b8a1a4a0dc50fad68994a093db4db964c09d47c74","05a5ff82b6fc2e0cff943ddeefc424042d41baca","f68e7386a12659e08e745854dd28ef5b"
"12288:2+ok4exrc+SnJ8Ej92dWHHHHH29sLG109Kt8F:RoQFSJhjbHHHHHFv9KSF","a4e54094adb9451323dca75102fe919ef96b7ced90e31901b7ec28a992824107","84f79b7544f44c32b682254ebc9e139a8495cfa5","acc242e545cdddf836f559805405f373"
"12288:2zrclxrT736wjPSXwPKCksNsBRBq8BZhrnkNUNiyFedstQL:2zQL7XkfBRBLtrnkNU/edsuL","3767935833f2f8f8eec88c07b0d532098bc3f30b1b0b5a39d31e30cffb6cdac1","b493123a9d43c25d63d3b4da3188af2341e9add7","c28b2979ab25ca4d099a138d18bc7fee"
"12288:318QikAyYhWTF+EF081e9cAAjcZXIeSHqd+363u:FMnm76aAAoZXCKO","0c1b4772f85a077239a512b9dfa1330a27cb4e10ec14876f2c88e21dbe59a7d2","30f952f58bb5ca33e148f4cc9295be82917f3ea3","20c728a42f361eacc98c40be1f10e497"
"12288:34eq9xGbsALCzRwyC5vETXlOCuv0yzwcqjpFhhl:9q9JoC9qvETXc0yccqD9","2bad13e32166161704a3194e344a00536f9490b597e6399c035c339fc45d54dd","5b5d5f564e2074cc0edb787f3a3099997ed546ae","815cef885d6312980c34d40fb35cd3b3"
"12288:34obt8hbnSkq+lKbn54J96OoZtiI014BKdG6S2:34DbLqcoZtiI0iBKds2","670697ba2ef5d2a431192bbcb55ebe0062a40c9f2ab65ba2a9d6a2007d372fd7","452f00aa36d965c2e1ed6c8e695ee331dad69e6e","86e5aaddeb236e2b0b2d0aa511eff694"
"12288:3A0i50GNcpEQUd8UrP7EsiZYJZJTbBqYXE7tZ:3AfyGNcK5qK7EsVh3X8","87a298ac721bf35bcd0fad09948700889a7cf2ecb7f88673105b68d2993750f2","4d32534baa9bfab6b8e825d82c31e2ea7da79ceb","f7d471e3e9ec73b15bd94ac6075a33e1"
"12288:3b6SNni8QUC3stla1kbfRNjFRQXZ5mvcgN21U1pPO3d4:LnNi8a3stla1KJFRQXTmvbN21UH2t4","3a4abf97a5d1b3ad6fba9b01178dbda04dbbdf9b448d87f8a93843136279ce86","12a41b1ffb6c357745ce6e972696dc04e346de13","90167235c2418217ae75e093f41f6615"
"12288:3Fu6hHZ8qrkEqH6fXbOCIZBgyMeHYlHvx2OoAg2pGT:VplrkEqtgyMeHIjoAgsGT","faea0aaed7e4ccf35c923c5b1deec904eff0df24733dc95852a6d6ab65b312ce","93bea59947a86861a62d5e0f4ce5cb51fabfebef","8d30b138fd093dcaaa26d659d2cf7722"
"12288:3zVJBErGtTCDtI/j23UXPK/Zlo8T7LLjrxeMU2FB4p8D8PuRnzRQ0XT12BgK02oP:j93tTCkj2eC/ZloUXjrxeMieYInJ5+RC","d742b4e6bb500172fdbf6af9c718b4c5d80f7bb479b245109016af39609cb050","7e34a3925b31e756a1323a9095d2914bcf625e1c","3affe21e4fb060f88017c720035e5e52"
"12288:46BAQXt+rt3gVAY/l1+8nH/OdfC5iueUSrCUm2xRxFm:4yXC3IX68mdfysUSXm2xXFm","a6ef045b5aaa935874c9cb6683b74afb6b9c9545073f7c1823acb0422efb5216","7904076bf88ab99911453d8436ba0432ba7d62d3","16620d1bb925229522c8c6861d799a3b"
"12288:46/CpCWp3ZyHrejAi75BD+fJdTTvSxer4ywY9fHanaFIldmhh:46/CpCWp3ZyHrGNBD+fEgN76al","41f678d48220d87b845f7867754875a5175ff0645aab3f85b3333110b474e5e8","886676851e21ba135533041c9aeeb8d05a7ea39d","526376325f2de865ad21c8530d675b1d"
"12288:4bbl/96z6lFLJEKbOmA1XyMV7iCEecPLumr4YbruBtaC:4Uz4LJEsFA1XyvCEecPLu64Sru5","5166650046bf4c1d19bfbdbbcb8409a3b7566569c6ad9a8bad37c555f284db82","dae30e3d6ad06a98d40848b211d81ac2b878a86b","a9c61b08c36d3324f9ad25c7488ada64"
"12288:4cEyDRw2XA4FJPR6dtE+Je+pDuYA/H6/uXn:45ydHXxJpMtYH6/qn","679bceec1c09a8aa6e056912e63b4481aae62fa385cde132da1ca81fb63a3363","78b2be5b9d7988fdf5bec0c6316cd12bbd12c871","58c6eb703dd4bcff0560074e05f86cd8"
"12288:4dZOe8FItI+XBD1FLnBubPMfD76FwUfNAuUUDYIri69bJr6B:eR8FPUJFLnBuDeywSAu9Drrh9J","84e176637650f3d773541723a03193f731739c1816e7ea3da8241d72ddc186bb","00acfdbe8667d24c55e5045a5624e98f16ef73ae","812919537a442ba7bf6c47b026ce257a"
"12288:4eZpoosVoyMZ19L4t1/TdEv4Rt1AD6x64+6dsavVUWgJ:4etSwZ190t1/Tm4Rts6wlAshTJ","7d437454328721b53ff409836ea78ab37473ebca53bbcaf8268b8274bc6f9404","8612bbad1bdb8e8ee4d2d09d49794e5e90eb74e1","26c5005b85c01d3d38213a1f91e4f37f"
"12288:4hkDgouVA2nxKkorvdRgQriDwOIxmxiZnYQE7PJcE4abVWr5pnd3OWxjUEzVZQjN:gRmJkcoQricOIQxiZY1iabVYFOWeZ","8d66c9c0cf7b2dfd56cc51c4a973234d75aee10e41405cc7166f965e143a8936","de6ccfbe7b073058dfd823c422de85f866af2b8e","3bf3f9dbcfc86f9b1915f8b8b7e44a69"
"12288:4JBjtWilh02q4etFLqOb67jBRBq8BZhrnkNUNiyFxdslFW:4J5uJ7bsBRBLtrnkNU/xdsXW","abf21bb789e34677c8140d6b60c8a98b1501f7947f76c2c5991a1f48e0400890","7abd579fda8e4aeb080ee12a94bc21d53b60b288","96dd80012c33291e1621b66f5bd66967"
"12288:4JBjtWilh02q4etFLqOb67jBRBq8BZhrnkNUNiyFxdslN:4J5uJ7bsBRBLtrnkNU/xds7","76f4f3da3486f2e58f626c00d671dfe67957ab2363ab71e30cad5bef6e18aa2f","8321b1b36b25f0c54a247b8a3781d8b8b6d56fce","46fb9311771a7c2dcd1fde77516d9991"
"12288:4NY/7MR3x+mjoCQNDCltAax1vC6y6kFcDjMoXuKVzmTUwDCtH+5Os6F:4ODMR388ixcFC6y62cDtjVwyHQO","61a4e609244ef727302ccd640b92ec91346fe4bfd4516df6b5f44ea4ec734454","0ceaa187c02622fe18fc06a208d7cd2cbfc2e019","6733106d48f197bbc3b50028d23bd058"
"12288:4qHUMWNB6XrupHvDEtEwD2ocZclzsPGX9SALv77vDdUlMcWc+TzFXa/g2Vs:4DbNiupHvDE9LcdPGX9SALv77vDWCcVS","67ad805eca1e99b40678066637872264dcd683a7d7da50468b1c99954b6ed1c8","210da026c52a8754d129a927b3dca4a75a36eb50","e8934750f157379d78f8283f7f4d2352"
"12288:4tIIyzDcRSSPj/PfMWmLHtEedGNp6D3KZ+RPZ/:my8RSSLMtdGNpyKURZ/","5a8b3e4b8a8719107325561a6fad02b48625c365e2a83365a2b0f90c89e38ba5","42ed04ccfe158aaef196642dac16f180d84a2f50","060ad76abbcae31e52d54723c4b223a1"
"12288:4Xi35K88Snn1kOUcek6StZ3+fXFsJtqjDGkDKtvQy4Qhk4xARHIs698NS:4+1kOn6lfX2JtqjMtoyX+8AVd28NS","aebc73f16f5d38c0f7c7d7c710a38c454ee813e42c36ef3def8e59b472b602ce","a27feb4e76c9ed80a7bef4ef7b02f684e62c1dcf","ca06085f0c0c5c1882f0f669e5f6d1fe"
"12288:4XYQLz2GiO9u6SVjTR1LcIMKaASLoItFecuk:yLHlSaKaAS8ItMk","4996f92ded9ff160c32cedf200650124b387eb3c9b5b5ace86ae162af732f021","c90ed9dbe33486b6eafb58b708a8483abccf9dbf","d2235969ef0a9e050159daa996a42eb3"
"12288:5pD2cRXYJzm4nGWXLvLufCxA3p1dy77T:59yFnGaiff3PID","8cbd32774b3a58e681ad19c183d42446d85d4e3da93bbfff3621555a7fa7363e","4a213d45474ae9aa9a72395fec794abbc2d22c4b","44a2b3ae850ee64e2dd6575260d92af1"
"12288:5zrkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkR:hrkkkkkkkkkkkkkkkkkkkkkkkkkkkkki","c5be2d29e4f9759837fc96821f50e04ca18f169554f1784d5a20ce7e80909dee","3bcfca339e08395b3bf5c7f972dd02a76bdc09ab","efe4ca05a3b1e25a87633371a35160ec"
"12288:6aOy2sovTRlSwtYjBHjMVvE7opQHTMDTKAMny/unasmaDreYNm4bkRKB1l:DSlENHk5gJaYDqgm4bkRe1l","3ec7bb78f8508dff33873b2fea3fbe7be12908a22ef5896b1aa7025b6dcc9315","52189c5cc676f28244af708dcebb7cd1ec43b79c","1da43c2027d352e683b378e4a3bb87f6"
"12288:6HSvzqJA4QJ0uPN+gOpkhPo/67o1LOqQXpmQ:LvzqJA4QJ0+Naah976Cqc","77c67d325d8c0b71904aac3189ff1de74ccd5a1689687bba63b576cddadf0368","a812f226002f9a14cd1c9f93155d5f18172c019d","6bd3f1d064b179b922ee22f0711d7f8c"
"12288:6k0wG6+XwLpGeXpdgILpRGzbEATvWqKtcOQVqSG09E:VNXvXLmzbRTvStcSLWE","e2aff2d4c9bdbdc938772818d606742ac10c0179a9e117ab7c3ff3942092f3d5","8e545c91b454d5ba271d81f164e37e58ef9690c0","695133b0eb059a1217e7809f8946ed33"
"12288:6mftwnQC6yTILEqOPPsFD0SfRTzibZPaHUGB6JkzcKuwyqJvT3YJr2sK0HLp2:HtwQCFTILEfPsjubZPabUZKXyqJvblse","66b46d076e3df19b4fd663dffbd3d089d4a6e0c2f952b02c04fab0b0b10cb8a4","f4444ec1bc6621f351fd74be3040946ff80bb45b","e7e7b29da47c9f1f4064d64cbecb8710"
